0.50000000E+01  0.15000000E+02  0.94977000E+00 -0.73100000E-02  0.14990000E+00
0.50000000E+01  0.14000000E+02  0.84954000E+00 -0.18220000E-01  0.30016000E-01
0.50000000E+01  0.13000000E+02  0.75003000E+00 -0.28510000E-01 -0.61507000E-01
0.50000000E+01  0.12000000E+02  0.64988000E+00 -0.37130000E-01 -0.12962000E+00
0.50000000E+01  0.11000000E+02  0.54983000E+00 -0.43970000E-01 -0.26967000E+00
0.50000000E+01  0.10000000E+02  0.44990000E+00 -0.48140000E-01 -0.26829000E+00
0.50000000E+01  0.90000000E+01  0.35016000E+00 -0.48800000E-01 -0.28752000E+00
0.50000000E+01  0.80000000E+01  0.25012000E+00 -0.46460000E-01 -0.27739000E+00
0.50000000E+01  0.70000000E+01  0.15054000E+00 -0.40810000E-01 -0.18159000E+00
0.50000000E+01  0.60000000E+01  0.10029000E+00 -0.36250000E-01 -0.12119000E+00
0.50000000E+01  0.50000000E+01  0.65500000E-01 -0.32030000E-01 -0.78389000E-01
0.50000000E+01  0.40000000E+01  0.40300000E-01 -0.27880000E-01 -0.78712000E-01
0.50000000E+01  0.30000000E+01  0.20300000E-01 -0.22820000E-01 -0.18414000E-01
0.50000000E+01  0.20000000E+01  0.58700000E-02 -0.13140000E-01  0.56169000E+00
0.50000000E+01  0.10000000E+01  0.57000000E-03  0.37900000E-02  0.72573000E+00
0.50000000E+01  0.45000000E+02  0.18400000E-02  0.72700000E-02 -0.18249000E+00
0.50000000E+01  0.44000000E+02  0.62600000E-02  0.13610000E-01 -0.18104000E+00
0.50000000E+01  0.43000000E+02  0.12280000E-01  0.18730000E-01 -0.57553000E+00
0.50000000E+01  0.42000000E+02  0.20060000E-01  0.22720000E-01 -0.98545000E+00
0.50000000E+01  0.41000000E+02  0.29880000E-01  0.25810000E-01 -0.11874000E+01
0.50000000E+01  0.40000000E+02  0.49660000E-01  0.29660000E-01 -0.11940000E+01
0.50000000E+01  0.39000000E+02  0.74480000E-01  0.33220000E-01 -0.11398000E+01
0.50000000E+01  0.38000000E+02  0.99940000E-01  0.36210000E-01 -0.10927000E+01
0.50000000E+01  0.37000000E+02  0.13986000E+00  0.39950000E-01 -0.10484000E+01
0.50000000E+01  0.36000000E+02  0.17979000E+00  0.42860000E-01 -0.10023000E+01
0.50000000E+01  0.35000000E+02  0.22001000E+00  0.45150000E-01 -0.99854000E+00
0.50000000E+01  0.34000000E+02  0.25964000E+00  0.46810000E-01 -0.98085000E+00
0.50000000E+01  0.33000000E+02  0.29988000E+00  0.48000000E-01 -0.34067000E+00
0.50000000E+01  0.32000000E+02  0.33985000E+00  0.48690000E-01 -0.19500000E+00
0.50000000E+01  0.31000000E+02  0.37986000E+00  0.48920000E-01 -0.17979000E+00
0.50000000E+01  0.30000000E+02  0.41959000E+00  0.48670000E-01 -0.20789000E+00
0.50000000E+01  0.29000000E+02  0.45975000E+00  0.47890000E-01 -0.23780000E+00
0.50000000E+01  0.28000000E+02  0.49960000E+00  0.46500000E-01 -0.22040000E+00
0.50000000E+01  0.27000000E+02  0.53959000E+00  0.44520000E-01 -0.19966000E+00
0.50000000E+01  0.26000000E+02  0.57961000E+00  0.42140000E-01 -0.16242000E+00
0.50000000E+01  0.25000000E+02  0.61987000E+00  0.39380000E-01 -0.13846000E+00
0.50000000E+01  0.24000000E+02  0.65968000E+00  0.36370000E-01 -0.10669000E+00
0.50000000E+01  0.23000000E+02  0.69970000E+00  0.33080000E-01 -0.84597000E-01
0.50000000E+01  0.22000000E+02  0.73940000E+00  0.29490000E-01 -0.56618000E-01
0.50000000E+01  0.21000000E+02  0.77960000E+00  0.25670000E-01 -0.21115000E-01
0.50000000E+01  0.20000000E+02  0.81937000E+00  0.21570000E-01  0.20594000E-01
0.50000000E+01  0.19000000E+02  0.85955000E+00  0.17090000E-01  0.58670000E-01
0.50000000E+01  0.18000000E+02  0.89940000E+00  0.12460000E-01  0.99093000E-01
0.50000000E+01  0.17000000E+02  0.94727000E+00  0.75500000E-02  0.15650000E+00
0.50000000E+01  0.16000000E+02  0.98506000E+00  0.26600000E-02  0.21142000E+00
