0.30000000E+01  0.12000000E+02  0.94999000E+00 -0.73700000E-02  0.15727000E+00
0.30000000E+01  0.11000000E+02  0.81986000E+00 -0.21520000E-01 -0.15874000E-01
0.30000000E+01  0.10000000E+02  0.67008000E+00 -0.35530000E-01 -0.14277000E+00
0.30000000E+01  0.90000000E+01  0.57033000E+00 -0.42720000E-01 -0.21310000E+00
0.30000000E+01  0.80000000E+01  0.47037000E+00 -0.47600000E-01 -0.27948000E+00
0.30000000E+01  0.70000000E+01  0.37009000E+00 -0.48900000E-01 -0.26993000E+00
0.30000000E+01  0.60000000E+01  0.27010000E+00 -0.47160000E-01 -0.19558000E+00
0.30000000E+01  0.50000000E+01  0.17010000E+00 -0.42240000E-01 -0.12139000E+00
0.30000000E+01  0.40000000E+01  0.50160000E-01 -0.29750000E-01 -0.94742000E-02
0.30000000E+01  0.30000000E+01  0.20100000E-01 -0.22750000E-01  0.26061000E-01
0.30000000E+01  0.20000000E+01  0.59100000E-02 -0.13260000E-01  0.58973000E+00
0.30000000E+01  0.10000000E+01  0.42000000E-03  0.31700000E-02  0.75249000E+00
0.30000000E+01  0.34000000E+02  0.22200000E-02  0.80600000E-02  0.32549000E+00
0.30000000E+01  0.33000000E+02  0.91400000E-02  0.16400000E-01 -0.32427000E+00
0.30000000E+01  0.32000000E+02  0.20360000E-01  0.22730000E-01 -0.91808000E+00
0.30000000E+01  0.31000000E+02  0.35080000E-01  0.26980000E-01 -0.11814000E+01
0.30000000E+01  0.30000000E+02  0.60220000E-01  0.31280000E-01 -0.11398000E+01
0.30000000E+01  0.29000000E+02  0.10029000E+00  0.36260000E-01 -0.10315000E+01
0.30000000E+01  0.28000000E+02  0.15032000E+00  0.40780000E-01 -0.94104000E+00
0.30000000E+01  0.27000000E+02  0.20029000E+00  0.44110000E-01 -0.54395000E+00
0.30000000E+01  0.26000000E+02  0.25024000E+00  0.46470000E-01 -0.59386000E+00
0.30000000E+01  0.25000000E+02  0.30008000E+00  0.48000000E-01 -0.63226000E+00
0.30000000E+01  0.24000000E+02  0.35024000E+00  0.48790000E-01 -0.66355000E+00
0.30000000E+01  0.23000000E+02  0.40037000E+00  0.48860000E-01 -0.69207000E+00
0.30000000E+01  0.22000000E+02  0.45010000E+00  0.48130000E-01 -0.72474000E+00
0.30000000E+01  0.21000000E+02  0.50024000E+00  0.46490000E-01 -0.30147000E+00
0.30000000E+01  0.20000000E+02  0.55042000E+00  0.43920000E-01 -0.23626000E+00
0.30000000E+01  0.19000000E+02  0.60071000E+00  0.40730000E-01 -0.20468000E+00
0.30000000E+01  0.18000000E+02  0.65026000E+00  0.37110000E-01 -0.16384000E+00
0.30000000E+01  0.17000000E+02  0.71034000E+00  0.32180000E-01 -0.12116000E+00
0.30000000E+01  0.16000000E+02  0.78008000E+00  0.25630000E-01 -0.52245000E-01
0.30000000E+01  0.15000000E+02  0.85001000E+00  0.18150000E-01  0.31914000E-01
0.30000000E+01  0.14000000E+02  0.92012000E+00  0.10230000E-01  0.12305000E+00
0.30000000E+01  0.13000000E+02  0.98611000E+00  0.25100000E-02  0.22676000E+00
